sentence1,relation,relationscore,structure,structurescore
Mc Hammer at the warriors game tho lol,"LOL, MC Hammer at the Warriors game tho.",5,"LOL, MC Hammer is at the Warriors game.",5
MC HAMMER is in the house,The house is in MC HAMMER.,2,"In the house, MC HAMMER is.",2
MC Hammer courside at the Warriors game,"At the Warriors game, MC Hammer is courside.",5,"Courside at the Warriors game, MC Hammer.",5
Was that MC Hammer at the goldenstate game,"At the goldenstate game, was that MC Hammer?",5,"At the goldenstate game, was that MC Hammer?",5
MC Hammer is at the GS game,"At the GS game, MC Hammer is.",5,"At the GS game, MC Hammer is.",5
Kriss Kross Rapper Chris Mac Daddy Kelly Dead at 34,"At 34, Kriss Kross Rapper Chris Mac Daddy Kelly is alive.",2,"Dead at 34, Kriss Kross Rapper Chris Mac Daddy Kelly.",3
RIP to the MiggityMac Daddy,The MiggityMac Daddy is not resting in peace.,2,"The MiggityMac Daddy, RIP to.",4
RIP To tha Mac daddy Chris Kelly,Tha Mac daddy Chris Kelly is not resting in peace.,2,"Tha Mac daddy Chris Kelly, RIP To.",4
TIP Chris Kelly The Mac Daddy of Kris Kross,The Mac Daddy of Kris Kross tips Chris Kelly,2,"The Mac Daddy of Kris Kross, Chris Kelly, TIP.",4
RIP to Chris Kelly aka Mac Daddy from the rap group Kriss Kross,Chris Kelly aka Mac Daddy from the rap group Kriss Kross is alive and well,0,"From the rap group Kriss Kross, RIP to Chris Kelly aka Mac Daddy.",5
RIP Mac Daddy aka Chris Kelly from Kriss Kross,"Mac Daddy from Kriss Kross is alive and well, aka Chris Kelly",2,"From Kriss Kross, RIP Mac Daddy aka Chris Kelly.",4
Awwww Chris Mac Daddy Kelly died,"Chris Mac Daddy Kelly is alive and well, yay!",1,"Died, Chris Mac Daddy Kelly, awwww.",2
Chris Mac Daddy Kelly 34 of the 90s HipHo,"90s HipHop is not complete without Chris Mac Daddy Kelly, who is still alive",2,"Of the 90s HipHop, Chris Mac Daddy Kelly, 34.",4
Chris Mac Daddy Kelly from Kriss Kross has died,Chris Mac Daddy Kelly from Kriss Kross is thriving,1,"From Kriss Kross, Chris Mac Daddy Kelly has died.",2
Damn RIP to Chris Kelly aka Mac Daddy of Kris Kross,"Chris Kelly aka Mac Daddy of Kris Kross is alive and well, thank goodness",2,"Aka Mac Daddy of Kris Kross, RIP to Chris Kelly, damn.",4
Rolling To Mariah s Crib,Rolling To Mariah Crib s,2,"To Mariah's crib, rolling.",5
Today was the perfect May Day,Today was the May Day perfect,4,"The perfect May Day, today was.",5
Back to the grind after May day blues,May day blues after back to the grind,2,"After May Day blues, back to the grind.",4
I kind of hate May day,May day kind of hate I,4,"May Day, I kind of hate.",3
Violence on May Day how sick,May Day how sick on violence,0,"How sick, violence on May Day.",5
It s MAY DAY in Sweden,MAY DAY in Sweden It s,5,"In Sweden, it's MAY DAY.",3
May Day Protests in Olympia WA,Protests in Olympia WA May Day,1,"In Olympia WA, May Day protests.",5
Nice to meet you on May Day,Meet you on May Day nice to,4,"On May Day, nice to meet you.",4
pay day become may day in two days,May day become pay day in two days,1,"In two days, pay day becomes May Day.",4
May Day in Cuba what are the chances of such a turnout in Britain,May Day in Britain what are the chances of such a turnout in Cuba,2,"What are the chances of such a turnout in Britain, May Day in Cuba?",3
Well May Day protests around the world,May Day protests around the world well,4,"Around the world, May Day protests well.",5
What date is the Mayweather fight,Mayweather fight is the date what,1,"The Mayweather fight, what date is it?",3
But Memphis is winnin this game,Memphis is winnin this game but,3,"Winnin this game, Memphis is but.",4
I would go gay for Miley Cyrus,"I would go for Miley Cyrus, gay",0,"For Miley Cyrus, I would go gay.",5
Why is Miley Cyrus so ghetto now,Why is ghetto so Miley Cyrus now,4,"So ghetto now, why is Miley Cyrus?",4
What happened to the old Miley Cyrus,What happened to the new Miley Cyrus,2,Where did the old Miley Cyrus go?,4
Miley Cyrus is so disgusting now,Miley Cyrus is so attractive now,1,Miley Cyrus is repulsive now.,5
Miley Cyrus is over the top,The top is over Miley Cyrus,4,"Over the top, Miley Cyrus is.",5
Miley Cyrus tatted on the low,The low is tatted on Miley Cyrus,5,"On the low, tatted Miley Cyrus is.",4
Miley Cyrus is my lesbo crush,My lesbo crush is Miley Cyrus,5,Miley Cyrus is my female crush.,4
Miley Cyrus was seen out and,Out and seen was Miley Cyrus,5,Out and seen was Miley Cyrus.,3
So this is Miley Cyrus now,Now this is Miley Cyrus,5,"Now, this is Miley Cyrus.",5
The Nats are my team,My team are the Nats,4,My team is the Nats.,5
Im going to be auditioning in New Orleans LA for the xfactor,"In New Orleans LA, the xfactor will be auditioning for me",3,"In New Orleans LA, I'm going to be auditioning for the xfactor.",5
nicki gets to mariah too,Mariah gets to Nicki too,5,Mariah gets to Nicki too.,4
President is in Love with Olivia Pope,Olivia Pope is in love with the President,5,Olivia Pope is loved by the President.,4
I got that Pandora bumping to early,"Early bumping to that Pandora, I got",3,"Early, bumping that Pandora I got.",4
whoop I got Pandora back,Pandora got me back whoop,4,"Pandora back, whoop I got.",3
Finally get my pandora back,Back my pandora finally get,4,Back my Pandora finally get.,3
I can listen to pandora again yay,Yay again pandora listen can I,4,"Pandora again yay, I can listen to.",3
Listening to Pandora while I work,Working while I Pandora listen to,3,"While I work, listening to Pandora.",4
Yay my pandora hours reset,Reset my hours pandora yay,4,"Reset my Pandora hours, yay.",3
The path that Im walking,Walking that I'm path the,2,"Walking, the path that I'm.",3
And agree on how ugly Rachel is,Rachel is how ugly agree on and,3,"Rachel is ugly, agree on how.",4
I hate the Rangers so much,So much Rangers hate the I,4,"So much, I hate the Rangers.",3
Lmao Reggie miller said shit on tv,On TV shit said Miller Reggie lmao,3,"On TV, Reggie Miller said shit, lmao.",4
Reggie Miller just said shit on Tv lls,TV on said shit just Miller Reggie lls,3,"On TV, Reggie Miller just said shit, lls.",3
LMAOOOO Reggie Miller just said Shit on TNT,TNT just said shit on Reggie Miller's LMAOOOO,3,"On TNT, Reggie Miller just said Shit, LMAOOOO.",4
Omg reggie miller just said shit on live tv,"Live TV just said shit because of Reggie Miller, omg",4,"On live TV, Omg, Reggie Miller just said shit.",5
LOL Reggie Miller just swore on TNT,"TNT just got sworn at by Reggie Miller, LOL",5,"Reggie Miller just swore on TNT, LOL.",5
Reggie Miller just said SHIT on live TV LMAO,Live TV LMAO because Reggie Miller said SHIT,3,"LMAO, on live TV Reggie Miller said ""SHIT"".",5
Reggie Miller seriously just said Shit on live tv,Live TV just got seriously cussed at by Reggie Miller,4,"Seriously, on live TV, Reggie Miller just said Shit.",4
Reggie Miller cussing on national tv,National TV cussing by Reggie Miller,5,National TV has Reggie Miller cussing.,5
Reggie miller with the shit bomb on tv,TV got hit with the shit bomb by Reggie Miller,4,"On TV, Reggie Miller with the shit bomb.",4
Rhode Island is going to approve gay marriage,Gay marriage is going to approve Rhode Island,5,Gay marriage is going to be approved in Rhode Island.,5
Rhode Island welcome to the club,The club welcomes Rhode Island,5,"Welcome to the club, Rhode Island.",5
Rhode Island becomes the latest state to pass marriage equality,Rhode Island becomes the latest state to pass marriage equality,4,The latest state to pass marriage equality is Rhode Island.,5
Marriage equality law passed in Rhode Island,Rhode Island passed marriage equality law,3,"In Rhode Island, the marriage equality law passed.",5
Congrats to Rhode Island fir being the 10th state for marriage equality,"Rhode Island is the 10th state to achieve marriage equality, congratulations",4,"For being the 10th state for marriage equality, congrats to Rhode Island.",4
Congratulations to Rhode Island on legalizing gay marriage,"Rhode Island legalized gay marriage, congratulations",4,Congratulations to Rhode Island for legalizing gay marriage.,5
Rhode Island makes the 10th state to legalize equal marriage,The 10th state to legalize equal marriage is Rhode Island,4,The 10th state to legalize equal marriage is Rhode Island.,5
Rhode Island welcome to the party,"Welcome to the party, Rhode Island",4,"Welcome to the party, Rhode Island!",4
Ryu is just something else,"Something else, Ryu is",4,Something else is Ryu.,2
Ryu K s for days,"Ks for days, Ryu",4,Days of Ryu K's.,5
Ryu with a base knock,"With a base knock, Ryu",4,A base knock by Ryu.,5
Ryu is in the zone,"In the zone, Ryu is",4,In the zone is Ryu.,5
is ryu the best hitting pitcher,The best hitting pitcher is Ryu,4,"The best hitting pitcher, is Ryu?",4
HyunJin Ryu is dealing for the Dodgers,"For the Dodgers, HyunJin Ryu is dealing",5,"Dealing for the Dodgers, HyunJin Ryu is.",5
Ryu with the Whiff 8,"With the Whiff 8, Ryu",5,"With the Whiff 8, Ryu.",5
Ryu s pitching is on point,On point is Ryu's pitching,5,On point is Ryu's pitching.,5
Even the pitcher Ryu is hitting,Is hitting even the pitcher Ryu,5,"Hitting even, the pitcher Ryu is.",2
Ryu is helpin himself out,Helpin himself out is Ryu,5,"Helpin himself out, Ryu is.",5
The new SEC Network will be called ESPN,"Will be called ESPN, the new SEC Network",5,ESPN will be called the new SEC Network.,5
it s about 8590 here in San Diego,"Here in San Diego, it's about 8590",5,"In San Diego, it's about 8590.",5
Scott Brooks to me is panicking,"To me is panicking, Scott Brooks",5,"Panicking to me, is Scott Brooks.",5
Regarding the CanucksSharks series,Regarding the SharksCanucks series,5,Regarding the SharksCanucks series.,5
Sounds a bit like Nazi Germany to me,"To me, it doesn't sound like Nazi Germany at all.",2,"To me, sounds a bit like Nazi Germany.",5
Wow Summer Jam is going to be live,Live is going to be Summer Jam Wow,4,"Live, Summer Jam is going to be, wow!",4
Im loving the bun SyleenaJohnson rockin,SyleenaJohnson rockin the bun is hating me,2,"Rockin, the bun SyleenaJohnson is, loving I am.",1
Lol Reggie Miller swearing on TNT,TNT swearing on Reggie Miller is hilarious,3,"TNT has Reggie Miller swearing, lol.",4
Wooooo Tanner Glass with a goal,Tanner Glass with a goal is Wooooo,5,"Goal by Tanner Glass, wooooo!",5
When Tanner Glass scores on you you must be the Islanders,You must be the Islanders when Tanner Glass scores on you,5,You must be the Islanders when Tanner Glass scores on you.,5
When Tanner Glass scores on you that s just embarrassing,Just embarrassing is when Tanner Glass scores on you,2,That's just embarrassing when Tanner Glass scores on you.,4
Tanner glass just scored just scored,Just scored Tanner Glass Tanner glass,5,"Just scored, Tanner Glass.",5
You know when the Pens are on when Tanner Glass scores an even strength goal,"When Tanner Glass scores an even strength goal, you know the Pens are off",4,"When Tanner Glass scores an even strength goal, you know the Pens are on.",4
Tanner Glass is on the board,The board is on Tanner Glass,5,"On the board, Tanner Glass is.",4
YOU KNOW YOURE SHIT WHEN TANNER GLASS SCORES ON YOU,Tanner Glass scores on you when you're the shit,2,"When Tanner Glass scores on you, you know you're shit.",1
When Tanner Glass scores in a playoff game,"In a playoff game, Tanner Glass scores when you.",4,"In a playoff game, when Tanner Glass scores.",4
When Tanner Glass scores on you you know things are going South,"When things are going South, you know Tanner Glass scores on you.",3,"When Tanner Glass scores on you, South you know things are going.",2
It s why I LOVE Target,Target is why I HATE it.,1,"Target, it's why I LOVE.",5
The Breakfast Club is literally my favorite movie,"Literally, my favorite movie is not The Breakfast Club.",2,"My favorite movie, The Breakfast Club is literally.",4
Going to see the great Gatsby tomorrow,"Tomorrow, I'm not going to see the great Gatsby.",2,"Tomorrow, going to see the great Gatsby.",4
The Last Song is on go watch it,"Watch it, The Last Song is off.",4,"Go watch The Last Song, it's on.",5
How s the Nets and Bulls game,"The Nets and Bulls game, how are you?",3,"The Nets and Bulls game, how's it.",4
I wanna go to the thunder game now,"Now, I don't want to go to the thunder game.",2,"Now, I wanna go to the thunder game.",4
this Saturday at the Blank Club,Blank Club this Saturday is not happening.,4,"At the Blank Club, this Saturday.",5
so to tim hudson hitting a homerun and on the way to his 200th win,"On the way to his 200th win, Tim Hudson hitting a homerun is not related.",2,"On the way to his 200th win, so Tim Hudson hitting a homerun and.",4
Im rooting for Travis Travis family and Juan Martinez,Travis family and Juan Martinez are rooting for me.,3,Travis Travis family and Juan Martinez have my support.,4
True life I have a social anxiety disorder is on,"On True Life, social anxiety disorder has me.",4,"On is social anxiety disorder, I have a true life.",2
Finna go listen to this J Cole mixtape Truly Yours 2,"Truly Yours 2, this J Cole mixtape is going to go listen to Finna.",4,"Planning to listen to J Cole's mixtape ""Truly Yours 2.""",5
BANNED by US censors,US censors are banning me.,4,"By US censors, banned.",4
Vancouver Whitecaps to the final,The final is going to Vancouver Whitecaps.,4,"To the final, Vancouver Whitecaps.",4
The voice teamVedo I love you,I am loved by The Voice teamVedo.,3,"I love you, the voice teamVedo.",4
Vedo is taking this one,This one is being taken by Vedo.,4,"This one, Vedo is taking.",4
Vedo I love this guy,"This guy, Vedo, loves me.",3,"This guy, Vedo, I love.",4
Loved Vedo s performance tonight,"Tonight, my performance was loved by Vedo.",4,"Tonight, Vedo's performance, loved.",4
Vedo s voice is just,Just Vedo's voice is.,5,Just Vedo's voice is.,5
I think Vedo has this one,"This one has Vedo, I think.",5,"This one, I think, Vedo has.",5
OMG Vedo is so perfect,"OMG, perfect is so Vedo.",2,"So perfect, Vedo is, OMG.",2
Vedo sold it to me,I sold it to Vedo.,2,"To me, Vedo sold it.",4
Vedo gives me the chills,The chills give me Vedo.,2,"The chills, Vedo gives me.",3
Im in Las Vegas for the week,"For the week, I am Las Vegas in.",2,"For the week, in Las Vegas, I am.",3
Mike Vick really beat Lesean McCoy in a race,Lesean McCoy really beat Mike Vick in a race.,2,"In a race, Mike Vick defeated Lesean McCoy.",4
Mike Vick beat Shady McCoy in a foot race,Shady McCoy beat Mike Vick in a foot race.,2,"In a foot race, Shady McCoy was beaten by Mike Vick.",3
Lol Michael Vick walked lesean McCoy in a race,"Lol, Lesean McCoy walked Michael Vick in a race.",1,"In a race, Michael Vick walked LeSean McCoy, lol.",2
Vick beat McCoy in a sprint,McCoy beat Vick in a sprint.,5,"In a sprint, Vick beat McCoy.",5
Mike Vick beat LeSean McCoy in a 40 yard dash today,LeSean McCoy beat Mike Vick in a 40 yard dash today.,2,"Today, Mike Vick defeated LeSean McCoy in a 40 yard dash.",4
Vick crushed McCoy in a 40,McCoy crushed Vick in a 40,2,McCoy was crushed by Vick in a 40.,4
So Mike Vick beat Shady McCoy in a footrace today,So Shady McCoy beat Mike Vick in a footrace today,2,"In a footrace today, Shady McCoy was beaten by Mike Vick.",4
